Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
SLG,SL Green Realty Corp,88.4,$7.08B,1997,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.876,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slg^i
SM,SM Energy Company,9.78,$1.1B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sm
SMAR,Smartsheet Inc.,42.75,$5.02B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/smar
SMFG,Sumitomo Mitsui Financial Group Inc,7.47,$51.15B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
SMG,Scotts Miracle-Gro Company (The),103.53,$5.78B,1992,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/smg
SMHI,SEACOR Marine Holdings Inc.,13.22,$288.92M,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/smhi
SMLP,"Summit Midstream Partners, LP",3.51,$328.06M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SMM,Salient Midstream & MLP Fund,7.5,$132.92M,2012,n/a,n/a,https://old.nasdaq.com/symbol/smm
SMP,"Standard Motor Products, Inc.",52.41,$1.18B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/smp
SMTA,Spirit MTA REIT,0.7053,$30.45M,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/smta
SNA,Snap-On Incorporated,171.14,$9.39B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sna
SNAP,Snap Inc.,15.11,$21.15B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/snap
SNDR,"Schneider National, Inc.",21.93,$3.88B,2017,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/sndr
SNE,Sony Corp Ord,68.25,$83.74B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/sne
SNN,"Smith & Nephew SNATS, Inc.",47.51,$20.79B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/snn
SNP,China Petroleum & Chemical Corporation,57.81,$69.99B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/snp
SNR,New Senior Investment Group Inc.,7.58,$628.87M,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snr
SNV,Synovus Financial Corp.,39.05,$5.72B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,26.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,26.5701,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
SNX,Synnex Corporation,128.33,$6.55B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SO,Southern Company (The),62.27,$65.3B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/so
SOGO,Sogou Inc.,5,$1.96B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",13.41,$638.15M,2017,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/soi
SOJA,Southern Company (The),26.33,n/a,2015,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soja
SOJB,Southern Company (The),26.21,n/a,2016,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),26,n/a,2017,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/sojc
SOL,Renesola Ltd.,1.5099,$72.63M,2008,Technology,Semiconductors,https://old.nasdaq.com/symbol/sol
SOLN,Southern Company (The),53.01,n/a,2019,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/soln
SON,Sonoco Products Company,61.63,$6.17B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/son
SOR,"Source Capital, Inc.",38.4689,$326.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sor
SPAQ,Spartan Energy Acquisition Corp,10.14,$699.66M,2018,Finance,Business Services,https://old.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spaq.ws
SPB           ,"Spectrum Brands Holdings, Inc.",62.4,$3.05B,n/a,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spb
SPCE,"Virgin Galactic Holdings, Inc.",9.29,$1.82B,2017,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/spce
SPCE.U,"Virgin Galactic Holdings, Inc.",n/a,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/spce.u
SPCE.WS,"Virgin Galactic Holdings, Inc.",n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spce.ws
SPE,Special Opportunities Fund Inc.,14.79,$125.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,25.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spe^b
SPG,"Simon Property Group, Inc.",145.58,$44.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",72.0027,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spg^j
SPGI,S&P Global Inc.,272.61,$66.63B,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/spgi
SPH,"Suburban Propane Partners, L.P.",22,$1.37B,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SPLP,Steel Partners Holdings LP,11.98,$299.63M,n/a,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/splp
SPLP^A,Steel Partners Holdings LP,22.9,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/splp^a
SPOT,Spotify Technology S.A.,150.78,$26.33B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/spot
SPR,"Spirit Aerosystems Holdings, Inc.",78.88,$8.17B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/spr
SPXC,SPX Corporation,50.59,$2.23B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,16.27,$273.34M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/spxx
SQ,"Square, Inc.",66.53,$28.59B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/sq
SQM,Sociedad Quimica y Minera S.A.,27.07,$7.12B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sqm
SQNS,Sequans Communications S.A.,2.91,$69.23M,2011,Technology,Semiconductors,https://old.nasdaq.com/symbol/sqns
SR,Spire Inc.,80.76,$4.12B,n/a,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/sr
SR^A,Spire Inc.,26.97,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sr^a
SRC,"Spirit Realty Capital, Inc.",49.79,$4.97B,2013,Consumer Services,Building operators,https://old.nasdaq.com/symbol/src
SRC^A,"Spirit Realty Capital, Inc.",26.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/src^a
SRE,Sempra Energy,150.64,$42.46B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,120.3,n/a,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,119.985,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sre^b
SREA,Sempra Energy,26.3,n/a,2019,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/srea
SRF,Cushing Energy Income Fund (The),6.26,$15.49M,2012,n/a,n/a,https://old.nasdaq.com/symbol/srf
SRG,Seritage Growth Properties,39.29,$2.24B,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,25.728,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srg^a
SRI,"Stoneridge, Inc.",31.01,$849.77M,1997,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sri
SRL,Scully Royalty Ltd.,11.5,$144.38M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srl
SRLP,Sprague Resources LP,16.71,$380.12M,2013,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/srlp
SRT,"StarTek, Inc.",8.06,$310.17M,1997,Technology,Professional Services,https://old.nasdaq.com/symbol/srt
SRV,Cushing MLP & Infrastructure Total Return Fund,9.8999,$66.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/srv
SSD,"Simpson Manufacturing Company, Inc.",77.62,$3.44B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ssd
SSI,"Stage Stores, Inc.",5.54,$160.17M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/ssi
SSL,Sasol Ltd.,18.98,$12B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ssl
SSTK,"Shutterstock, Inc.",42.07,$1.49B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/sstk
SSW,Seaspan Corporation,14.14,$3.05B,2005,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,25.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,25.62,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,25.9308,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,25.6979,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,26.12,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,25.68,n/a,2017,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/sswa
ST,Sensata Technologies Holding plc,52.71,$8.37B,2010,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/st
STAG,"Stag Industrial, Inc.",30.54,$4.06B,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stag
STAG^C,"Stag Industrial, Inc.",26.32,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stag^c
STAR          ,iStar Inc.,13.3,$826.83M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/star
STAR^D,iStar Inc.,25.5227,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^d
STAR^G,iStar Inc.,25.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^g
STAR^I,iStar Inc.,25.3349,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/star^i
STC,Stewart Information Services Corporation,42.29,$1B,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/stc
STE,STERIS plc,150.75,$12.78B,n/a,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ste
STG,Sunlands Technology Group,2.58,$439.66M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",23.54,$373.45M,2009,n/a,n/a,https://old.nasdaq.com/symbol/stk
STL,Sterling Bancorp,21.3,$4.3B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl
STL^A,Sterling Bancorp,26.71,n/a,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stl^a
STM,STMicroelectronics N.V.,27.02,$24.04B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/stm
STN,Stantec Inc,27.86,$3.1B,n/a,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/stn
STNG,Scorpio Tankers Inc.,35.64,$2.07B,2010,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/stng
STON,StoneMor Partners L.P.,1.0901,$46.48M,2004,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ston
STOR,STORE Capital Corporation,37.42,$8.79B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
STT,State Street Corporation,79.62,$28.95B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^C,State Street Corporation,25.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,27.4407,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,27.92,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
STWD,"STARWOOD PROPERTY TRUST, INC.",24.84,$7B,2009,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STZ,Constellation Brands Inc,182.89,$35.05B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/stz.b
SU,Suncor Energy  Inc.,32.14,$49.58B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
SUI,"Sun Communities, Inc.",151.86,$14.07B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SUM,"Summit Materials, Inc.",22.57,$2.53B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SUN,Sunoco LP,30.81,$2.55B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SUP,"Superior Industries International, Inc.",3.32,$83.43M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SUPV,Grupo Supervielle S.A.,3.06,$279.51M,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv
SUZ,Suzano S.A.,9.64,$13.01B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWCH,"Switch, Inc.",14.82,$3.57B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SWI,SolarWinds Corporation,18.2,$5.66B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SWK,"Stanley Black & Decker, Inc.",164.05,$24.94B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWM,"Schweitzer-Mauduit International, Inc.",44.54,$1.38B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SWN,Southwestern Energy Company,2.14,$1.16B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SWP,"Stanley Black & Decker, Inc.",108.33,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swp
SWT,"Stanley Black & Decker, Inc.",108.25,n/a,2019,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
SWX,"Southwest Gas Holdings, Inc.",75.65,$4.13B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWZ,"Swiss Helvetia Fund, Inc. (The)",8.13,$107.86M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SXC,"SunCoke Energy, Inc.",5.79,$502.31M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SXI,Standex International Corporation,80.24,$999.92M,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SXT,Sensient Technologies Corporation,64.39,$2.72B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SYF,Synchrony Financial,37.18,$24.03B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,25.44,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SYK,Stryker Corporation,204.25,$76.46B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
SYX,Systemax Inc.,25,$938.28M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
SYY,Sysco Corporation,84.23,$42.98B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SZC,Cushing Renaissance Fund (The),12.96,$101.15M,2012,n/a,n/a,https://old.nasdaq.com/symbol/szc
T,AT&T Inc.,38.59,$281.9B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
TAC,TransAlta Corporation,6.94,$1.94B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac
TAK,Takeda Pharmaceutical Company Limited,20.25,$63.84B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,46,$27.2B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",28.33,$1.54B,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
TAP,Molson Coors Brewing  Company,51.98,$11.25B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tap.a
TARO,Taro Pharmaceutical Industries Ltd.,93.59,$3.61B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TBB,AT&T Inc.,26.89,n/a,2017,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,27.4,n/a,2018,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
TBI,"TrueBlue, Inc.",23.74,$924.8M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/tbi
TCI,"Transcontinental Realty Investors, Inc.",38.41,$334.85M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci
TCO,"Taubman Centers, Inc.",30.18,$1.85B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",25.39,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",25.3812,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TCP,"TC PipeLines, LP",40.12,$2.94B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TCRW,"THL Credit, Inc.",25.8,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",25.29,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/tcrz
TCS,Container Store (The),4,$196.93M,2013,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
TD,Toronto Dominion Bank (The),56.61,$103.02B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td
TDA,"Telephone and Data Systems, Inc.",25.05,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDC,Teradata Corporation,26.72,$3.01B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc
TDE,"Telephone and Data Systems, Inc.",25.2645,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
TDF,"Templeton Dragon Fund, Inc.",18.77,$634.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdf
TDG,Transdigm Group Incorporated,575.34,$30.81B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg
TDI,"Telephone and Data Systems, Inc.",26.13,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.34,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj
TDOC,"Teladoc Health, Inc.",78.16,$5.66B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TDS,"Telephone and Data Systems, Inc.",24.31,$2.79B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds
TDW,Tidewater Inc.,17.21,$675.17M,2017,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b
TDY,Teledyne Technologies Incorporated,347.21,$12.66B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TEAF,Tortoise Essential Assets Income Term Fund,16.25,$219.23M,2019,n/a,n/a,https://old.nasdaq.com/symbol/teaf
TECK,Teck Resources Ltd,17.24,$9.42B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TEF,Telefonica SA,7.6,$39.46B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TEI,"Templeton Emerging Markets Income Fund, Inc.",8.96,$430.07M,1993,n/a,n/a,https://old.nasdaq.com/symbol/tei
TEL,TE Connectivity Ltd.,95.21,$31.85B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TEN,Tenneco Inc.,13.85,$1.12B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
TEO,Telecom Argentina Stet - France Telecom S.A.,10.01,$4.31B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TEVA,Teva Pharmaceutical Industries Limited,9.86,$10.77B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
TEX,Terex Corporation,29.48,$2.1B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex
TFC,Truist Financial Corporation,56.22,$75.41B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
TFC^F,Truist Financial Corporation,25.336,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^f
TFC^G,Truist Financial Corporation,25.3779,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^g
TFC^H,Truist Financial Corporation,26.09,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^h
TFC^I,Truist Financial Corporation,24.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^i
TFX,Teleflex Incorporated,364.29,$16.87B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
TG,Tredegar Corporation,22.7,$757.05M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg
TGE,"Tallgrass Energy, LP",18.29,$5.15B,2015,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tge
TGH,Textainer Group Holdings Limited,11.09,$630.39M,2007,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh
TGI,"Triumph Group, Inc.",27.03,$1.35B,1996,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi
TGNA,TEGNA Inc.,16.3,$3.54B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
