,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
2530,SEAS,"SeaWorld Entertainment, Inc.",31.65,$2.49B,2013,Consumer Services,Services-Misc. Amusement & Recreation
1736,MC,Moelis & Company,31.58,$1.56B,2014,Finance,Investment Managers
2475,RYN,Rayonier Inc.,31.57,$4.08B,,Consumer Services,Real Estate Investment Trusts
2273,POL,PolyOne Corporation,31.52,$2.42B,,Basic Industries,Major Chemicals
983,EQC,Equity Commonwealth,31.44,$3.83B,,Consumer Services,Real Estate Investment Trusts
1319,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",31.4,$2.06B,2013,Consumer Services,Real Estate Investment Trusts
169,APAM,Artisan Partners Asset Management Inc.,31.37,$2.44B,2013,Finance,Investment Managers
128,ALLY,Ally Financial Inc.,31.33,$11.91B,2014,Finance,Major Banks
2324,PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",31.3,$375.77M,2010,,
2424,RM,Regional Management Corp.,31.25,$344.6M,2012,Finance,Finance: Consumer Services
1752,MDLA,"Medallia, Inc.",31.23,$4.01B,2019,Technology,"Computer Software: Programming, Data Processing"
979,EPR^C,EPR Properties,31.1,,,,
1721,LZB,La-Z-Boy Incorporated,31.02,$1.44B,,Consumer Durables,Home Furnishings
2642,SRI,"Stoneridge, Inc.",31.01,$849.77M,1997,Capital Goods,Auto Parts:O.E.M.
2864,TWTR,"Twitter, Inc.",30.97,$24.04B,2013,Technology,"Computer Software: Programming, Data Processing"
3016,WF,Woori Bank,30.95,$7.45B,,Finance,Commercial Banks
1164,GBX,"Greenbrier Companies, Inc. (The)",30.9,$1.01B,1994,Capital Goods,Railroads
3066,WRI,Weingarten Realty Investors,30.84,$3.97B,,Consumer Services,Real Estate Investment Trusts
2686,SUN,Sunoco LP,30.81,$2.55B,2012,Energy,Integrated oil Companies
1587,KBR,"KBR, Inc.",30.63,$4.34B,2006,Basic Industries,Military/Government/Technical
2659,STAG,"Stag Industrial, Inc.",30.54,$4.06B,2011,Consumer Services,Real Estate Investment Trusts
2171,PBF,PBF Energy Inc.,30.53,$3.66B,2012,Energy,Integrated oil Companies
391,BMA,Macro Bank Inc.,30.53,$1.95B,,Finance,Commercial Banks
2900,UNM,Unum Group,30.39,$6.27B,,Finance,Accident &Health Insurance
263,AXTA,Axalta Coating Systems Ltd.,30.36,$7.12B,2014,Basic Industries,Paints/Coatings
735,CUBE,CubeSmart,30.34,$5.87B,,Consumer Services,Real Estate Investment Trusts
355,BHC,Bausch Health Companies Inc.,30.32,$10.6B,,Health Care,Major Pharmaceuticals
887,E,ENI S.p.A.,30.31,$55.08B,,Energy,Oil & Gas Production
543,CEQP,Crestwood Equity Partners LP,30.25,$2.17B,,Consumer Services,Other Consumer Services
5,AB,AllianceBernstein Holding L.P.,30.23,$2.9B,,Finance,Investment Managers
2720,TCO,"Taubman Centers, Inc.",30.18,$1.85B,1992,Consumer Services,Real Estate Investment Trusts
649,CNQ,Canadian Natural Resources Limited,30.16,$35.72B,,Energy,Oil & Gas Production
2164,PAR,PAR Technology Corporation,30.11,$492.16M,,Miscellaneous,Office Equipment/Supplies/Services
41,AEL,American Equity Investment Life Holding Company,30.1,$2.74B,2003,Finance,Life Insurance
3032,WHG,Westwood Holdings Group Inc,30.06,$266.44M,,Finance,Investment Managers
2875,UBER,"Uber Technologies, Inc.",30.05,$51.26B,2019,Miscellaneous,Business Services
680,CPF,CPB Inc.,29.98,$850.74M,,Finance,Major Banks
1460,IIPR^A,"Innovative Industrial Properties, Inc.",29.88,,,,
254,AX,"Axos Financial, Inc.",29.78,$1.83B,2018,Finance,Savings Institutions
712,CTB,Cooper Tire & Rubber Company,29.72,$1.49B,,Consumer Durables,Automotive Aftermarket
464,BYD,Boyd Gaming Corporation,29.66,$3.3B,1993,Consumer Services,Hotels/Resorts
3083,WY,Weyerhaeuser Company,29.65,$22.09B,,Consumer Services,Real Estate Investment Trusts
1608,KKR,KKR & Co. Inc.,29.51,$25.14B,,Finance,Investment Managers
3065,WRE,Washington Real Estate Investment Trust,29.5,$2.38B,,,
2749,TEX,Terex Corporation,29.48,$2.1B,,Capital Goods,Construction/Ag Equipment/Trucks
2471,RY^T,Royal Bank Of Canada,29.4189,,,,
3111,ZBK,Zions Bancorporation N.A.,29.375,,,Finance,Major Banks
1759,MDU,"MDU Resources Group, Inc.",29.37,$5.89B,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
1366,HMC,"Honda Motor Company, Ltd.",29.35,$51.41B,,Capital Goods,Auto Manufacturing
1405,HTA,"Healthcare Trust of America, Inc.",29.3,$6.07B,,Consumer Services,Real Estate Investment Trusts
686,CPS,Cooper-Standard Holdings Inc.,29.29,$493.21M,,Capital Goods,Auto Parts:O.E.M.
1786,MGP,MGM Growth Properties LLC,29.27,$9.18B,2016,Consumer Services,Real Estate Investment Trusts
1514,JBK,Lehman ABS Corporation,29.25,,,Finance,Finance: Consumer Services
984,EQC^D,Equity Commonwealth,29.235,,,,
180,APY,Apergy Corporation,29.23,$2.26B,2018,Technology,Industrial Machinery/Components
1477,INVH,Invitation Homes Inc.,29.18,$15.71B,2017,Finance,Real Estate
2545,SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",29.08,$3.15B,,Basic Industries,Major Chemicals
1599,KF,"Korea Fund, Inc. (The)",28.95,$147.48M,,,
481,CAI,"CAI International, Inc.",28.95,$504.48M,,Technology,Diversified Commercial Services
1589,KDP,Keurig Dr Pepper Inc.,28.9,$40.66B,,Consumer Non-Durables,Beverages (Production/Distribution)
1859,MS^E,Morgan Stanley,28.86,,,,
2867,TY,Tri Continental Corporation,28.84,$1.53B,,,
727,CTS,CTS Corporation,28.8,$938.93M,,Technology,Electrical Products
479,CAG,"ConAgra Brands, Inc.",28.8,$14.02B,,Consumer Non-Durables,Packaged Foods
1107,FNB^E,F.N.B. Corporation,28.75,,,,
1208,GIL,"Gildan Activewear, Inc.",28.69,$5.84B,1998,Consumer Non-Durables,Apparel
3023,WFC^R,Wells Fargo & Company,28.65,,,,
469,C^J,Citigroup Inc.,28.64,,,,
1237,GLW,Corning Incorporated,28.62,$22.01B,,Basic Industries,Telecommunications Equipment
2925,UVE,UNIVERSAL INSURANCE HOLDINGS INC,28.62,$950.51M,,Finance,Property-Casualty Insurers
2078,NVST$,Envista Holdings Corporation,28.59,,,,
1860,MS^F,Morgan Stanley,28.59,,,,
1344,HGH,"Hartford Financial Services Group, Inc. (The)",28.54,,,Finance,Property-Casualty Insurers
1595,KEY^I,KeyCorp,28.53,,,,
1704,LPX,Louisiana-Pacific Corporation,28.51,$3.35B,,Basic Industries,Forest Products
2077,NVST,Envista Holdings Corporation,28.5,$4.52B,2019,Health Care,Medical/Dental Instruments
534,CEE,"The Central and Eastern Europe Fund, Inc.",28.425,$194.5M,,,
2423,RLJ^A,RLJ Lodging Trust,28.4,,,,
2712,TALO,"Talos Energy, Inc.",28.33,$1.54B,2018,Energy,Oil & Gas Production
1863,MS^K,Morgan Stanley,28.3214,,,,
938,ELAN,Elanco Animal Health Incorporated,28.31,$10.56B,2018,Health Care,Major Pharmaceuticals
1627,KR,Kroger Company (The),28.31,$22.69B,,Consumer Services,Food Chains
2111,OFC,Corporate Office Properties Trust,28.31,$3.17B,,Consumer Services,Real Estate Investment Trusts
1862,MS^I,Morgan Stanley,28.25,,,,
484,CAJ,"Canon, Inc.",28.25,$30.05B,,Miscellaneous,Industrial Machinery/Components
1310,GVA,Granite Construction Incorporated,28.2,$1.32B,,Basic Industries,Military/Government/Technical
2781,TLK,"PT Telekomunikasi Indonesia, Tbk",28.16,$27.9B,,Public Utilities,Telecommunications Equipment
1474,INSW,"International Seaways, Inc.",28.13,$823.49M,2016,Consumer Services,Marine Transportation
223,ATH^A,Athene Holding Ltd.,28.1,,,,
3108,ZB^G,Zions Bancorporation N.A.,28.09,,,,
2137,OPY,"Oppenheimer Holdings, Inc.",28.08,$359.38M,,Finance,Investment Bankers/Brokers/Service
1562,JPM^C,J P Morgan Chase & Co,28.04,,,,
2126,OLP,"One Liberty Properties, Inc.",28.04,$558.7M,,Consumer Services,Real Estate Investment Trusts
574,CHWY,"Chewy, Inc.",28.03,$11.17B,2019,Consumer Services,Catalog/Specialty Distribution
547,CFG^D,"Citizens Financial Group, Inc.",27.98,,,,
2679,STT^G,State Street Corporation,27.92,,,,
1288,GS^K,"Goldman Sachs Group, Inc. (The)",27.9,,,,
470,C^K,Citigroup Inc.,27.9,,,Finance,Major Banks
471,C^N,Citigroup Inc.,27.8797,,,Finance,Major Banks
2672,STN,Stantec Inc,27.86,$3.1B,,Consumer Services,Military/Government/Technical
146,AMK,"AssetMark Financial Holdings, Inc.",27.84,$2.02B,2019,Finance,Investment Managers
2402,RF^B,Regions Financial Corporation,27.75,,,,
1949,NEE^N,"NextEra Energy, Inc.",27.75,,,,
1637,KSU^,Kansas City Southern,27.7385,,,Transportation,Railroads
708,CSV,"Carriage Services, Inc.",27.72,$494.14M,,Consumer Services,Other Consumer Services
1243,GMS,GMS Inc.,27.72,$1.17B,2016,Consumer Services,RETAIL: Building Materials
521,CCS,"Century Communities, Inc.",27.71,$868.64M,2014,Capital Goods,Homebuilding
977,EPD,Enterprise Products Partners L.P.,27.7,$60.64B,,Public Utilities,Natural Gas Distribution
875,DUK^A,Duke Energy Corporation,27.7,,,Public Utilities,Power Generation
2335,PUK^,Prudential Public Limited Company,27.63,,,,
80,AHL^C,Aspen Insurance Holdings Limited,27.62,,,,
3057,WPM,Wheaton Precious Metals Corp.,27.62,$12.35B,,Basic Industries,Precious Metals
2476,RZA,"Reinsurance Group of America, Incorporated",27.6,,,Finance,Life Insurance
2103,OAK^B,"Oaktree Capital Group, LLC",27.58,,,,
2859,TWO^A,Two Harbors Investments Corp,27.56,,,,
182,AQNA,Algonquin Power & Utilities Corp.,27.55,,2018,Public Utilities,Electric Utilities: Central
506,CBZ,"CBIZ, Inc.",27.55,$1.51B,,Miscellaneous,Business Services
2249,PKO,Pimco Income Opportunity Fund,27.55,$481.16M,,,
731,CTVA,"Corteva, Inc.",27.55,$20.62B,2019,Consumer Non-Durables,Farming/Seeds/Milling
2403,RF^C,Regions Financial Corporation,27.55,,,,
2912,USB^M,U.S. Bancorp,27.52,,,,
2477,RZB,"Reinsurance Group of America, Incorporated",27.5,,2016,Finance,Life Insurance
2678,STT^D,State Street Corporation,27.4407,,,,
1750,MD,"Mednax, Inc",27.43,$2.31B,,Health Care,Hospital/Nursing Management
2311,PSA^H,Public Storage,27.41,,,,
2914,USB^P,U.S. Bancorp,27.41,,,,
2717,TBC,AT&T Inc.,27.4,,2018,Public Utilities,Telecommunications Equipment
1057,FCPT,"Four Corners Property Trust, Inc.",27.38,$1.89B,2015,Consumer Services,Real Estate Investment Trusts
636,CMSD,CMS Energy Corporation,27.35,,2019,Public Utilities,Power Generation
277,BAC^B,Bank of America Corporation,27.33,,,,
2360,QTS^A,"QTS Realty Trust, Inc.",27.3,,,,
1352,HIG^G,"Hartford Financial Services Group, Inc. (The)",27.27,,,,
124,ALL^G,Allstate Corporation (The),27.27,,,,
1563,JPM^D,J P Morgan Chase & Co,27.26,,,,
2266,PNC^P,"PNC Financial Services Group, Inc. (The)",27.25,,,,
280,BAC^K,Bank of America Corporation,27.24,,,,
96,AIG^A,"American International Group, Inc.",27.23,,,,
1619,KNL,"Knoll, Inc.",27.22,$1.33B,2004,Consumer Durables,Office Equipment/Supplies/Services
533,CEA,China Eastern Airlines Corporation Ltd.,27.2,$8.91B,1997,Transportation,Air Freight/Delivery Services
1406,HTD,John Hancock Tax Advantaged Dividend Income Fund,27.19,$962.33M,2004,,
2336,PUK^A,Prudential Public Limited Company,27.1807,,,,
635,CMSC,CMS Energy Corporation,27.18,,2018,Public Utilities,Power Generation
1976,NI,"NiSource, Inc",27.17,$10.15B,,Public Utilities,Power Generation
2102,OAK^A,"Oaktree Capital Group, LLC",27.1401,,,,
2093,NYCB^A,"New York Community Bancorp, Inc.",27.14,,,,
1977,NI^B,"NiSource, Inc",27.14,,,Public Utilities,Power Generation
1160,GAM^B,"General American Investors, Inc.",27.14,,,,
3079,WU,Western Union Company (The),27.13,$11.37B,,Miscellaneous,Business Services
108,AJXA,Great Ajax Corp.,27.12,,2017,Consumer Services,Real Estate Investment Trusts
2975,VOYA^B,"Voya Financial, Inc.",27.1,,,,
2860,TWO^B,Two Harbors Investments Corp,27.1,,,,
955,ENBA,Enbridge Inc,27.1,,2018,Energy,Natural Gas Distribution
176,APO^B,"Apollo Global Management, Inc",27.0829,,,,
2629,SQM,Sociedad Quimica y Minera S.A.,27.07,$7.12B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
2298,PRS,"Prudential Financial, Inc.",27.045,$921.2M,2018,Finance,Life Insurance
2759,TGI,"Triumph Group, Inc.",27.03,$1.35B,1996,Capital Goods,Aerospace
2671,STM,STMicroelectronics N.V.,27.02,$24.04B,,Technology,Semiconductors
3022,WFC^Q,Wells Fargo & Company,27,,,,
79,AHH^A,"Armada Hoffler Properties, Inc.",27,,,,
1043,EZT,Entergy Texas Inc,27,,2014,Public Utilities,Electric Utilities: Central
1235,GLP^A,Global Partners LP,27,,,,
2771,THR,"Thermon Group Holdings, Inc.",27,$884.28M,2011,Energy,Industrial Machinery/Components
2829,TRTN^A,Triton International Limited,26.97,,,,
2632,SR^A,Spire Inc.,26.97,,,,
366,BIG,"Big Lots, Inc.",26.95,$1.05B,,Consumer Services,Department/Specialty Retail Stores
183,AQNB,Algonquin Power & Utilities Corp.,26.95,,2019,Public Utilities,Electric Utilities: Central
2285,PRE^H,PartnerRe Ltd.,26.95,,,,
2596,SNV^D,Synovus Financial Corp.,26.92,,,,
2901,UNMA,Unum Group,26.9,,2018,Finance,Accident &Health Insurance
2716,TBB,AT&T Inc.,26.89,,2017,Public Utilities,Telecommunications Equipment
876,DUKB,Duke Energy Corporation,26.87,,2018,Public Utilities,Power Generation
362,BHR^D,Braemar Hotels & Resorts Inc.,26.85,,,,
872,DTY,DTE Energy Company,26.84,,2016,Public Utilities,Electric Utilities: Central
1767,MET^E,"MetLife, Inc.",26.83,,,,
310,BC^B,Brunswick Corporation,26.83,,,,
145,AMH^H,American Homes 4 Rent,26.8029,,,,
15,ABR^C,Arbor Realty Trust,26.79,,,,
70,AGO^B,Assured Guaranty Ltd.,26.781,,,,
2762,TGP^A,Teekay LNG Partners L.P.,26.7658,,,,
663,COF^H,Capital One Financial Corporation,26.76,,,,
1764,MER^K,"Merrill Lynch & Co., Inc.",26.742,,,,
2853,TVC,Tennessee Valley Authority,26.74,,,Public Utilities,Electric Utilities: Central
2729,TDC,Teradata Corporation,26.72,$3.01B,,Technology,Computer Software: Prepackaged Software
829,DLR^K,"Digital Realty Trust, Inc.",26.72,,,,
2670,STL^A,Sterling Bancorp,26.71,,,Finance,Major Banks
2194,PEB,Pebblebrook Hotel Trust,26.7,$3.49B,2009,Consumer Services,Real Estate Investment Trusts
974,EPAC,Actuant Corporation,26.67,$1.61B,,Technology,Industrial Machinery/Components
309,BC^A,Brunswick Corporation,26.67,,,,
1128,FRC^I,FIRST REPUBLIC BANK,26.6566,,,,
800,DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,26.65,$510.79M,2013,,
2536,SF^B,Stifel Financial Corporation,26.65,,,,
1520,JCAP^B,"Jernigan Capital, Inc.",26.6467,,,,
1045,F^B,Ford Motor Company,26.6422,,,,
194,ARES^A,Ares Management Corporation,26.64,,,,
1661,LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",26.61,$767.56M,2012,,
311,BC^C,Brunswick Corporation,26.61,,,,
825,DLR^C,"Digital Realty Trust, Inc.",26.6019,,,,
1787,MGR,"Affiliated Managers Group, Inc.",26.6,,2019,Finance,Investment Managers
2039,NRUC,National Rural Utilities Cooperative Finance Corporation,26.6,,2019,Finance,Diversified Financial Services
1590,KEM,Kemet Corporation,26.6,$1.55B,,Capital Goods,Electrical Products
2376,RCA,Ready Capital Corporation,26.6,,2017,Consumer Services,Real Estate Investment Trusts
2441,RNR^F,RenaissanceRe Holdings Ltd.,26.59,,,,
175,APO^A,"Apollo Global Management, Inc",26.58,,,,
1242,GMRE^A,Global Medical REIT Inc.,26.5778,,,,
2597,SNV^E,Synovus Financial Corp.,26.5701,,,,
231,ATUS,"Altice USA, Inc.",26.56,$16.91B,2017,Consumer Services,Television Services
2634,SRC^A,"Spirit Realty Capital, Inc.",26.55,,,,
585,CIM^B,Chimera Investment Corporation,26.55,,,,
52,AFGB,"American Financial Group, Inc.",26.55,,2019,Finance,Property-Casualty Insurers
1609,KKR^A,KKR & Co. Inc.,26.544,,,,
1289,GS^N,"Goldman Sachs Group, Inc. (The)",26.54,,,,
1181,GDV^H,The Gabelli Dividend & Income Trust,26.5189,,,,
114,AL^A,Air Lease Corporation,26.5,,,,
1287,GS^J,"Goldman Sachs Group, Inc. (The)",26.5,,,,
123,ALL^B,Allstate Corporation (The),26.4958,,,,
2054,NSS,"NuStar Logistics, L.P.",26.49,,,,
1597,KEY^K,KeyCorp,26.49,,,,
2299,PRSP,Perspecta Inc.,26.48,$4.28B,2018,Technology,EDP Services
1596,KEY^J,KeyCorp,26.48,,,,
65,AGM^A,Federal Agricultural Mortgage Corporation,26.48,,,,
1176,GDOT,Green Dot Corporation,26.47,$1.36B,2010,Finance,Finance: Consumer Services
1610,KKR^B,KKR & Co. Inc.,26.47,,,,
2048,NSA^A,National Storage Affiliates Trust,26.4595,,,,
1369,HMLP^A,Hoegh LNG Partners LP,26.45,,,,
141,AMH^D,American Homes 4 Rent,26.45,,,,
55,AFGH,"American Financial Group, Inc.",26.45,,2015,Finance,Property-Casualty Insurers
1223,GL^C,Globe Life Inc.,26.45,,,,
276,BAC^A,Bank of America Corporation,26.4432,,,,
282,BAC^M,Bank of America Corporation,26.44,,,,
1008,ETI^,Entergy Texas Inc,26.4241,,,,
634,CMSA,CMS Energy Corporation,26.42,,2018,Public Utilities,Power Generation
2115,OFG^D,OFG Bancorp,26.42,,,,
1308,GUT^A,Gabelli Utility Trust (The),26.4103,,,,
1506,IVR^B,INVESCO MORTGAGE CAPITAL INC,26.4,,,,
1691,LMHA,"Legg Mason, Inc.",26.39,,2016,Finance,Investment Managers
160,ANH^A,Anworth Mortgage Asset  Corporation,26.39,,,,
1281,GRX^A,The Gabelli Healthcare & Wellness Trust,26.39,,,,
2262,PMT^A,PennyMac Mortgage Investment Trust,26.365,,,,
66,AGM^C,Federal Agricultural Mortgage Corporation,26.36,,,,
1372,HNGR,"Hanger, Inc.",26.36,$984.23M,2018,Health Care,Medical Specialities
584,CIM^A,Chimera Investment Corporation,26.354,,,,
647,CNP,"CenterPoint Energy, Inc.",26.35,$13.23B,,Public Utilities,Electric Utilities: Central
1309,GUT^C,Gabelli Utility Trust (The),26.35,,,,
2602,SOJA,Southern Company (The),26.33,,2015,Public Utilities,Electric Utilities: Central
3087,XAN^C,Exantas Capital Corp.,26.3215,,,,
871,DTW,DTE Energy Company,26.32,,2017,Public Utilities,Electric Utilities: Central
3028,WFC^Y,Wells Fargo & Company,26.32,,,,
210,ASB^E,Associated Banc-Corp,26.32,,,,
2660,STAG^C,"Stag Industrial, Inc.",26.32,,,,
2043,NS,Nustar Energy L.P.,26.3,$2.85B,,Energy,Natural Gas Distribution
377,BKE,"Buckle, Inc. (The)",26.3,$1.29B,,Consumer Services,Clothing/Shoe/Accessory Stores
2638,SREA,Sempra Energy,26.3,,2019,Public Utilities,Natural Gas Distribution
903,ECCB,Eagle Point Credit Company Inc.,26.3,,2016,,
1397,HSBC^A,HSBC Holdings plc,26.2993,,,,
2113,OFG^A,OFG Bancorp,26.2958,,,Finance,Major Banks
2517,SCHW^D,The Charles Schwab Corporation,26.29,,,,
2551,SHO^E,"Sunstone Hotel Investors, Inc.",26.2864,,,,
278,BAC^C,Bank of America Corporation,26.28,,,,
81,AHL^D,Aspen Insurance Holdings Limited,26.28,,,,
13,ABR^A,Arbor Realty Trust,26.2757,,,,
631,CMRE^E,Costamare Inc.,26.27,,,,
1495,ISG,"ING Group, N.V.",26.27,,,Finance,Commercial Banks
1229,GLOG^A,GasLog LP.,26.26,,,,
852,DRUA,"Dominion Energy, Inc.",26.25,,2016,Public Utilities,Electric Utilities: Central
2146,OSB,Norbord Inc.,26.25,$2.14B,,Basic Industries,Forest Products
2830,TRTN^B,Triton International Limited,26.23,,,,
472,C^S,Citigroup Inc.,26.23,,,,
2552,SHO^F,"Sunstone Hotel Investors, Inc.",26.2286,,,,
2603,SOJB,Southern Company (The),26.21,,2016,Public Utilities,Electric Utilities: Central
477,CAE,CAE Inc,26.21,$6.97B,,Miscellaneous,Industrial Machinery/Components
1282,GRX^B,The Gabelli Healthcare & Wellness Trust,26.21,,,,
338,BFS^D,"Saul Centers, Inc.",26.2055,,,,
790,DDT,"Dillard&#39;s, Inc.",26.2,,,Consumer Services,Department/Specialty Retail Stores
1726,MAC,Macerich Company (The),26.2,$3.7B,1994,Consumer Services,Real Estate Investment Trusts
961,ENO,"Entergy New Orleans, LLC",26.2,,2016,Public Utilities,Power Generation
339,BFS^E,"Saul Centers, Inc.",26.2,,,,
1158,GAB^J,"Gabelli Equity Trust, Inc. (The)",26.2,,,,
130,ALP^Q,Alabama Power Company,26.199,,,,
50,AFC,Ares Capital Corporation,26.1907,$209.53M,,,
3062,WRB^C,W.R. Berkley Corporation,26.19,,,,
2284,PRE^G,PartnerRe Ltd.,26.19,,,,
2559,SITC^A,SITE Centers Corp.,26.18,,,,
328,BEN,"Franklin Resources, Inc.",26.17,$13.03B,,Finance,Investment Managers
67,AGM^D,Federal Agricultural Mortgage Corporation,26.17,,,,
1507,IVR^C,INVESCO MORTGAGE CAPITAL INC,26.16,,,,
587,CIM^D,Chimera Investment Corporation,26.16,,,,
2041,NRZ^A,New Residential Investment Corp.,26.16,,,,
1488,IRET^C,Investors Real Estate Trust,26.15,,,,
882,DX^A,"Dynex Capital, Inc.",26.1455,,,,
2535,SF^A,Stifel Financial Corporation,26.1415,,,Finance,Investment Bankers/Brokers/Service
