Symbol,Name, Sector,Industry,Summary_quote
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stor
STT,State Street Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/stt
STT^C,State Street Corporation,n/a,n/a,https://old.nasdaq.com/symbol/stt^c
STT^D,State Street Corporation,n/a,n/a,https://old.nasdaq.com/symbol/stt^d
STT^G,State Street Corporation,n/a,n/a,https://old.nasdaq.com/symbol/stt^g
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/stwd
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/stz
STZ.B,Constellation Brands Inc,n/a,n/a,https://old.nasdaq.com/symbol/stz.b
SU,Suncor Energy  Inc.,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SUM,"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SUN,Sunoco LP,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SUPV,Grupo Supervielle S.A.,Finance,Commercial Banks,https://old.nasdaq.com/symbol/supv
SUZ,Suzano S.A.,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWCH,"Switch, Inc.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SWI,SolarWinds Corporation,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/swi
SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swk
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper,https://old.nasdaq.com/symbol/swm
SWN,Southwestern Energy Company,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/swn
SWP,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swp
SWT,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/swt
SWX,"Southwest Gas Holdings, Inc.",Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/swx
SWZ,"Swiss Helvetia Fund, Inc. (The)",n/a,n/a,https://old.nasdaq.com/symbol/swz
SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SXI,Standex International Corporation,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sxi
SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/sxt
SYF,Synchrony Financial,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SYK,Stryker Corporation,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/syk
SYX,Systemax Inc.,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SZC,Cushing Renaissance Fund (The),n/a,n/a,https://old.nasdaq.com/symbol/szc
T,AT&T Inc.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/t
TAC,TransAlta Corporation,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac
TAK,Takeda Pharmaceutical Company Limited,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
TAP,Molson Coors Brewing  Company,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
TAP.A,Molson Coors Brewing  Company,n/a,n/a,https://old.nasdaq.com/symbol/tap.a
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TBB,AT&T Inc.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbb
TBC,AT&T Inc.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tbc
TBI,"TrueBlue, Inc.",Technology,Professional Services,https://old.nasdaq.com/symbol/tbi
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TCRW,"THL Credit, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tcrz
TCS,Container Store (The),Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/tcs
TD,Toronto Dominion Bank (The),Finance,Commercial Banks,https://old.nasdaq.com/symbol/td
TDA,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDC,Teradata Corporation,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc
TDE,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
TDF,"Templeton Dragon Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tdf
TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg
TDI,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj
TDOC,"Teladoc Health, Inc.",Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds
TDW,Tidewater Inc.,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TEAF,Tortoise Essential Assets Income Term Fund,n/a,n/a,https://old.nasdaq.com/symbol/teaf
TECK,Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TEF,Telefonica SA,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TEI,"Templeton Emerging Markets Income Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tei
TEL,TE Connectivity Ltd.,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex
TFC,Truist Financial Corporation,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
TFC^F,Truist Financial Corporation,n/a,n/a,https://old.nasdaq.com/symbol/tfc^f
TFC^G,Truist Financial Corporation,n/a,n/a,https://old.nasdaq.com/symbol/tfc^g
TFC^H,Truist Financial Corporation,n/a,n/a,https://old.nasdaq.com/symbol/tfc^h
TFC^I,Truist Financial Corporation,n/a,n/a,https://old.nasdaq.com/symbol/tfc^i
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
TG,Tredegar Corporation,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg
TGE,"Tallgrass Energy, LP",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tge
TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh
TGI,"Triumph Group, Inc.",Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi
TGNA,TEGNA Inc.,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b
TGS,Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tgs
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc
THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thga
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho
THQ,Tekla Healthcare Opportunies Fund,n/a,n/a,https://old.nasdaq.com/symbol/thq
THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths
THW,Tekla World Healthcare Fund,n/a,n/a,https://old.nasdaq.com/symbol/thw
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif
TISI,"Team, Inc.",Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx
TK,Teekay Corporation,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc
TKR,Timken Company (The),Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr
TLI,Western Asset Corporate Loan Fund Inc,n/a,n/a,https://old.nasdaq.com/symbol/tli
TLK,"PT Telekomunikasi Indonesia, Tbk",Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tlk
TLRA,"Telaria, Inc.",Technology,Advertising,https://old.nasdaq.com/symbol/tlra
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys
TM,Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tm
TME,Tencent Music Entertainment Group,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo
TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst
TNC,Tennant Company,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc
TNET,"TriNet Group, Inc.",Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tnet
TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tnp
TNP^C,Tsakos Energy Navigation Ltd,n/a,n/a,https://old.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,n/a,n/a,https://old.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,n/a,n/a,https://old.nasdaq.com/symbol/tnp^e
TNP^F,Tsakos Energy Navigation Ltd,n/a,n/a,https://old.nasdaq.com/symbol/tnp^f
TOL,"Toll Brothers, Inc.",Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol
TOO,Teekay Offshore Partners L.P.,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/too
TOO^A,Teekay Offshore Partners L.P.,n/a,n/a,https://old.nasdaq.com/symbol/too^a
TOO^B,Teekay Offshore Partners L.P.,n/a,n/a,https://old.nasdaq.com/symbol/too^b
TOO^E,Teekay Offshore Partners L.P.,n/a,n/a,https://old.nasdaq.com/symbol/too^e
TOT,Total S.A.,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/tpb
TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tph
TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl
TPR,"Tapestry, Inc.",Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre
TPVG,TriplePoint Venture Growth BDC Corp.,n/a,n/a,https://old.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,n/a,n/a,https://old.nasdaq.com/symbol/tpvy
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,n/a,https://old.nasdaq.com/symbol/tpz
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr
TRC,Tejon Ranch Co,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
TREC,Trecora Resources,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec
TREX,"Trex Company, Inc.",Basic Industries,Forest Products,https://old.nasdaq.com/symbol/trex
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TRI,Thomson Reuters Corp,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads,https://old.nasdaq.com/symbol/trn
TRNE,Trine Acquisition Corp.,Finance,Business Services,https://old.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,https://old.nasdaq.com/symbol/trne.ws
TRNO,Terreno Realty Corporation,Finance,Real Estate,https://old.nasdaq.com/symbol/trno
TROX,Tronox Holdings plc,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/trox
TRP,TC Energy Corporation,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trq
TRTN,Triton International Limited,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/trtn
TRTN^A,Triton International Limited,n/a,n/a,https://old.nasdaq.com/symbol/trtn^a
TRTN^B,Triton International Limited,n/a,n/a,https://old.nasdaq.com/symbol/trtn^b
TRTN^C,Triton International Limited,n/a,n/a,https://old.nasdaq.com/symbol/trtn^c
TRTX,"TPG RE Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx
TRU,TransUnion,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv
TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/trwh
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
TSE,Trinseo S.A.,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse
TSI,"TCW Strategic Income Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tsi
TSLF,THL Credit Senior Loan Fund,n/a,n/a,https://old.nasdaq.com/symbol/tslf
TSLX,"TPG Specialty Lending, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/tslx
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/tsn
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
TSU,TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tsu
TTC,Toro Company (The),Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TTP,"Tortoise Pipeline & Energy Fund, Inc.",n/a,n/a,https://old.nasdaq.com/symbol/ttp
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu
TUFN,Tufin Software Technologies Ltd.,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tv
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
TWN,"Taiwan Fund, Inc. (The)",n/a,n/a,https://old.nasdaq.com/symbol/twn
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/two
TWO^A,Two Harbors Investments Corp,n/a,n/a,https://old.nasdaq.com/symbol/two^a
TWO^B,Two Harbors Investments Corp,n/a,n/a,https://old.nasdaq.com/symbol/two^b
TWO^C,Two Harbors Investments Corp,n/a,n/a,https://old.nasdaq.com/symbol/two^c
TWO^D,Two Harbors Investments Corp,n/a,n/a,https://old.nasdaq.com/symbol/two^d
TWO^E,Two Harbors Investments Corp,n/a,n/a,https://old.nasdaq.com/symbol/two^e
TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/twtr
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx
TXT,Textron Inc.,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt
TY,Tri Continental Corporation,n/a,n/a,https://old.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/ty^
TYG,Tortoise Energy Infrastructure Corporation,n/a,n/a,https://old.nasdaq.com/symbol/tyg
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tyl
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ua
UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/uaa
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/uan
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uba
UBER,"Uber Technologies, Inc.",Miscellaneous,Business Services,https://old.nasdaq.com/symbol/uber
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ubp
UBP^H,Urstadt Biddle Properties Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ubp^h
UBP^K,Urstadt Biddle Properties Inc.,n/a,n/a,https://old.nasdaq.com/symbol/ubp^k
UBS,UBS AG,Finance,Major Banks,https://old.nasdaq.com/symbol/ubs
UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/udr
